date,open,high,low,close,volume
1562886000000,11317.5,11382.0,11192.0,11340.5,794.1354
1562889600000,11340.5,11505.5,11200.0,11461.0,785.0019
1562893200000,11461.0,11519.5,11355.0,11422.5,799.3427
1562896800000,11422.5,11429.0,11303.5,11380.0,816.148
1562900400000,11380.0,11382.0,11112.0,11187.5,810.2938
1562904000000,11187.5,11347.0,11079.0,11316.0,803.8072
1562907600000,11316.0,11418.0,11246.5,11398.0,696.7466
1562911200000,11398.0,11471.0,11326.0,11428.0,761.7918
1562914800000,11428.0,11719.5,11428.0,11650.0,786.0856
1562918400000,11650.0,11695.0,11541.0,11584.5,809.508
1562922000000,11584.5,11660.0,11578.5,11633.5,812.7658
1562925600000,11633.5,11743.5,11590.0,11638.5,798.2442
1562929200000,11638.5,11690.5,11608.0,11654.5,800.9368
1562932800000,11654.5,11688.0,11578.5,11595.0,557.4322
1562936400000,11595.0,11712.0,11595.0,11633.0,792.8395
1562940000000,11633.0,11677.0,11550.0,11585.5,717.8194
1562943600000,11585.5,11585.5,11441.0,11476.5,793.3827
1562947200000,11476.5,11583.5,11399.0,11499.5,809.9091
1562950800000,11499.5,11615.5,11484.5,11590.0,813.2386
1562954400000,11590.0,11646.5,11516.0,11553.0,816.6606
1562958000000,11553.0,11593.0,11497.0,11584.5,809.4599
1562961600000,11584.5,11852.0,11582.5,11840.5,813.8661
1562965200000,11840.5,11878.0,11725.5,11745.0,815.8863
1562968800000,11745.0,11808.5,11710.0,11761.5,812.7013
1562972400000,11761.5,11809.0,11732.0,11753.5,820.7083
1562976000000,11753.5,11794.0,11687.0,11707.5,824.3721
1562979600000,11707.5,11730.5,11608.5,11661.5,813.5702
1562983200000,11661.5,11704.0,11629.5,11631.0,778.4568
1562986800000,11631.0,11681.0,11530.5,11582.0,633.1767
1562990400000,11582.0,11617.0,11510.0,11600.5,808.1072
1562994000000,11600.5,11657.5,11592.0,11645.5,802.0687
1562997600000,11645.5,11648.0,11529.0,11529.0,811.8352
1563001200000,11529.0,11539.5,11450.5,11468.5,667.9167
1563004800000,11468.5,11577.0,11453.0,11513.0,813.2915
1563008400000,11513.0,11590.0,11450.5,11502.0,807.3448
1563012000000,11502.0,11502.0,11233.0,11296.5,805.2873
1563015600000,11296.5,11336.5,11199.0,11298.0,811.1032
1563019200000,11298.0,11378.0,11260.0,11314.0,817.3529
1563022800000,11314.0,11450.0,11291.0,11358.5,810.2156
1563026400000,11358.5,11421.0,11301.0,11326.5,819.1663
1563030000000,11326.5,11428.0,11281.5,11413.0,811.0645
1563033600000,11413.0,11478.5,11311.5,11333.0,817.6924
1563037200000,11333.0,11414.5,11247.5,11343.0,822.1787
1563040800000,11343.0,11344.0,11071.5,11134.0,800.7617
1563044400000,11134.0,11216.5,11029.5,11192.5,809.0608
1563048000000,11192.5,11200.0,10855.0,10922.5,807.9296
1563051600000,10922.5,11054.0,10838.0,11054.0,808.8465
1563055200000,11054.0,11438.0,11007.5,11266.5,797.712
1563058800000,11266.5,11392.0,11229.0,11359.5,808.7079
1563062400000,11359.5,11413.5,11281.5,11296.0,802.717
1563066000000,11296.0,11445.0,11251.0,11384.5,813.702
1563069600000,11384.5,11450.0,11318.0,11327.5,811.294
1563073200000,11327.5,11360.5,11280.0,11283.0,819.1074
1563076800000,11283.0,11345.0,11150.0,11172.0,820.3577
1563080400000,11172.0,11247.0,11159.0,11226.0,812.6157
1563084000000,11226.0,11297.0,11203.5,11220.5,808.3569
1563087600000,11220.5,11220.5,11090.0,11130.0,812.3208
1563091200000,11130.0,11195.5,11090.0,11090.0,824.0573
1563094800000,11090.0,11132.5,10714.0,10850.0,812.0677
1563098400000,10850.0,10930.0,10586.5,10733.5,792.0895
1563102000000,10733.5,10816.5,10552.0,10679.5,797.6637
1563105600000,10679.5,10753.5,10560.0,10700.0,460.7477
1563109200000,10700.0,10755.0,10517.0,10637.0,429.2872
1563112800000,10637.0,10710.0,10544.0,10617.0,432.7204
1563116400000,10617.0,10639.5,10305.5,10305.5,390.108
1563120000000,10415.5,10612.0,10337.5,10572.0,430.4607
1563123600000,10572.0,10680.5,10525.5,10571.5,428.8198
1563127200000,10571.5,10602.0,10314.5,10474.5,433.1064
1563130800000,10474.5,10550.0,10384.5,10484.0,428.0865
1563134400000,10484.0,10726.0,10363.5,10625.0,423.736
1563138000000,10625.0,10706.0,10537.0,10652.5,430.9945
1563141600000,10652.5,10678.0,10480.0,10497.5,444.9163
1563145200000,10497.5,10497.5,10100.0,10182.0,424.1137
1563148800000,10182.0,10194.0,9897.0,10013.0,425.587
1563152400000,10013.0,10144.0,9983.0,10038.5,425.4762
1563156000000,10038.5,10101.0,9859.0,10098.5,424.5915
1563159600000,10098.5,10262.5,10070.0,10243.5,426.1954
1563163200000,10243.5,10286.5,10151.0,10162.0,399.9044
1563166800000,10162.0,10191.0,10055.0,10168.0,435.4797
1563170400000,10168.0,10210.0,10073.5,10155.5,437.4816
1563174000000,10155.5,10338.5,10153.5,10321.5,440.1064
1563177600000,10321.5,10329.5,10160.0,10187.0,376.9266
1563181200000,10187.0,10371.5,10130.5,10314.5,437.4156
1563184800000,10314.5,10364.0,10271.5,10278.5,442.4784
1563188400000,10278.5,10389.5,10249.5,10296.0,437.2423
1563192000000,10296.0,10322.0,10093.5,10111.0,436.9444
1563195600000,10111.0,10385.0,10064.5,10370.0,436.824
1563199200000,10370.0,10586.5,10370.0,10544.5,431.792
1563202800000,10544.5,10609.5,10466.0,10563.0,446.7734
1563206400000,10563.0,10666.5,10477.0,10641.0,443.3674
1563210000000,10641.0,10657.5,10429.0,10429.5,437.119
1563213600000,10429.5,10934.0,10368.5,10903.5,435.9212
1563217200000,10903.5,10947.0,10808.5,10841.5,430.2826
1563220800000,10841.5,10944.5,10758.5,10805.0,430.6546
1563224400000,10805.0,10881.0,10733.5,10739.5,442.5382
1563228000000,10739.5,10921.0,10733.5,10916.5,439.6818
1563231600000,10916.5,11075.0,10829.0,10837.0,446.2642
1563235200000,10837.0,10951.5,10819.5,10906.5,444.6699
1563238800000,10906.5,11021.0,10876.0,10911.5,442.9096
1563242400000,10911.5,10915.0,10688.5,10746.5,438.4996
1563246000000,10746.5,10817.0,10628.0,10695.5,486.6849
1563249600000,10695.5,10782.0,10600.5,10745.5,482.4641
1563253200000,10745.5,10791.5,10661.5,10752.5,478.7538
1563256800000,10752.5,10781.5,10668.5,10679.0,539.1465
1563260400000,10679.0,10758.5,10498.5,10715.0,845.7919
1563264000000,10715.0,10838.5,10694.0,10800.0,569.6998
1563267600000,10800.0,10839.5,10629.5,10669.5,635.5962
1563271200000,10669.5,10738.0,10609.0,10681.5,551.1654
1563274800000,10681.5,10752.0,10580.5,10682.5,597.1949
1563278400000,10682.5,10683.0,10412.5,10483.0,804.4157
1563282000000,10483.0,10534.5,10328.5,10378.5,1029.0109
1563285600000,10378.5,10484.5,10338.5,10386.5,676.5157
1563289200000,10386.5,10555.0,10369.0,10495.5,592.4942
1563292800000,10495.5,10497.0,9900.5,9923.0,1483.4405
1563296400000,9923.0,9926.5,9513.0,9673.5,1404.0843
1563300000000,9673.5,9783.5,9567.5,9596.5,1160.886
1563303600000,9596.5,9705.0,9562.0,9698.5,820.1564
1563307200000,9698.5,9768.5,9567.5,9597.0,821.6631
1563310800000,9597.0,9685.0,9410.0,9643.0,1158.8056
1563314400000,9643.0,9643.5,9443.5,9465.5,1228.318
1563318000000,9465.5,9541.5,9352.0,9420.0,1227.0798
1563321600000,9420.0,9629.0,9420.0,9503.0,824.3125
1563325200000,9503.0,9548.0,9427.0,9454.5,725.2356
1563328800000,9454.5,9454.5,9216.0,9343.0,1207.8717
1563332400000,9343.0,9458.0,9339.5,9398.5,818.3052
1563336000000,9398.5,9497.0,9308.0,9428.0,866.7723
1563339600000,9428.0,9562.0,9428.0,9546.5,645.6657
1563343200000,9546.5,9578.5,9501.5,9520.5,679.8739
1563346800000,9520.5,9593.0,9432.0,9549.5,746.0725
1563350400000,9549.5,9597.0,9481.0,9506.0,633.979
1563354000000,9506.0,9524.0,9410.0,9435.5,742.8738
1563357600000,9435.5,9435.5,9230.5,9356.5,1068.29
1563361200000,9356.5,9385.0,9056.0,9151.5,1267.0113
1563364800000,9151.5,9494.5,9082.0,9445.0,1260.9755
1563368400000,9445.0,9506.0,9378.0,9493.5,848.9756
1563372000000,9493.5,9704.5,9493.5,9676.5,871.177
1563375600000,9676.5,9799.0,9603.5,9717.0,895.7183
1563379200000,9717.0,9857.0,9643.5,9689.0,1082.8874
1563382800000,9689.0,9856.5,9641.0,9783.5,900.9745
1563386400000,9783.5,9919.5,9719.0,9915.5,903.5236
1563390000000,9915.5,9951.5,9703.5,9728.5,768.4535
1563393600000,9728.5,9770.0,9624.0,9665.0,991.5077
1563397200000,9665.0,9946.5,9636.5,9790.5,1093.2911
1563400800000,9790.5,9898.5,9683.0,9707.0,1001.0608
1563404400000,9707.0,9708.0,9590.5,9664.0,870.0753
1563408000000,9664.0,9693.0,9551.5,9595.0,875.6527
1563411600000,9595.0,9800.0,9591.5,9759.0,729.4971
1563415200000,9759.0,9800.0,9677.5,9799.5,752.6653
1563418800000,9799.5,9804.0,9644.5,9705.0,717.4542
1563422400000,9705.0,9893.0,9650.5,9891.0,790.2269
1563426000000,9891.0,9891.0,9780.5,9814.0,708.9848
1563429600000,9814.0,9998.5,9780.0,9885.0,1072.0722
1563433200000,9885.0,9888.5,9778.5,9792.5,746.1301
1563436800000,9792.5,9836.0,9676.0,9702.5,891.6302
1563440400000,9702.5,9813.0,9680.0,9731.5,713.0459
1563444000000,9731.5,9868.0,9716.5,9830.5,736.8092
1563447600000,9830.5,9847.5,9736.5,9750.5,752.0562
1563451200000,9750.5,9753.0,9321.0,9391.5,1594.5817
1563454800000,9391.5,9496.5,9342.5,9396.5,1228.8152
1563458400000,9396.5,10350.0,9278.5,10271.0,1811.869
1563462000000,10271.0,10448.5,10200.0,10432.5,1692.6191
1563465600000,10432.5,10664.5,10344.5,10487.5,1564.1154
1563469200000,10487.5,10574.0,10423.0,10514.5,1015.2787
1563472800000,10514.5,10710.5,10473.5,10483.0,1199.9402
1563476400000,10483.0,10603.5,10450.0,10487.0,1075.9022
1563480000000,10487.0,10638.5,10482.0,10574.5,913.7589
1563483600000,10574.5,10695.0,10480.5,10557.0,778.2247
1563487200000,10557.0,10596.5,10482.0,10569.0,778.0798
1563490800000,10569.0,10774.5,10569.0,10628.5,1002.3402
1563494400000,10628.5,10668.0,10551.0,10642.5,910.5809
1563498000000,10642.5,10698.0,10528.0,10551.0,634.6368
1563501600000,10551.0,10658.0,10493.5,10592.5,700.2316
1563505200000,10592.5,10642.5,10515.5,10574.5,744.0474
1563508800000,10574.5,10581.5,10403.5,10430.0,955.7533
1563512400000,10430.0,10534.5,10383.5,10490.5,845.9244
1563516000000,10490.5,10545.0,10430.0,10455.0,732.7656
1563519600000,10455.0,10638.0,10400.5,10605.0,904.649
1563523200000,10605.0,10753.5,10210.5,10352.0,1939.6114
1563526800000,10352.0,10383.5,10250.5,10334.0,1225.5348
1563530400000,10334.0,10371.0,10242.5,10316.5,959.4799
1563534000000,10316.5,10388.5,10264.5,10279.5,971.2057
1563537600000,10279.5,10650.0,10213.5,10470.0,1200.0605
1563541200000,10470.0,10479.0,10121.5,10298.5,1591.3272
1563544800000,10298.5,10433.5,10268.5,10323.5,944.121
1563548400000,10323.5,10446.0,10318.5,10410.0,1024.0213
1563552000000,10410.0,10420.0,10300.0,10362.5,1035.4736
1563555600000,10362.5,10470.0,10347.5,10416.5,921.2565
1563559200000,10416.5,10446.0,10335.5,10378.5,662.968
1563562800000,10378.5,10432.5,10358.5,10391.5,663.1164
1563566400000,10391.5,10516.5,10389.5,10503.5,758.4755
1563570000000,10503.5,10548.5,10464.0,10539.5,724.9521
1563573600000,10539.5,10570.0,10434.5,10462.5,715.1556
1563577200000,10462.5,10541.5,10462.5,10501.0,707.9195
1563580800000,10501.0,10579.0,10417.5,10445.5,801.665
1563584400000,10445.5,10478.5,10351.5,10429.5,687.4694
1563588000000,10429.5,10539.0,10429.0,10502.0,700.7821
1563591600000,10502.0,10548.5,10485.5,10508.5,647.293
1563595200000,10508.5,10622.0,10458.5,10596.0,941.8583
1563598800000,10563.5,10617.0,10538.5,10573.5,609.5555
1563602400000,10573.5,10600.0,10550.5,10596.0,743.5304
1563606000000,10596.0,10682.0,10518.0,10552.5,918.5808
1563609600000,10552.5,10567.5,10500.0,10544.5,599.1726
1563613200000,10544.5,10598.5,10544.5,10547.5,644.1913
1563616800000,10547.5,10608.0,10528.5,10565.5,605.5387
1563620400000,10565.5,10596.5,10450.0,10569.0,772.6558
1563624000000,10569.0,10610.0,10503.5,10515.0,597.7544
1563627600000,10515.0,10704.5,10470.5,10524.5,1053.5014
1563631200000,10524.5,10598.0,10521.0,10591.5,557.954
1563634800000,10591.5,10640.5,10545.5,10614.0,689.4124
1563638400000,10614.0,10818.5,10559.0,10768.5,1138.6436
1563642000000,10768.5,10987.5,10763.0,10862.0,1065.8532
1563645600000,10862.0,10933.5,10862.0,10898.5,661.6772
1563649200000,10898.5,10910.0,10855.0,10894.5,583.6375
1563652800000,10894.5,10924.5,10861.5,10897.5,550.0326
1563656400000,10897.5,10931.0,10845.5,10927.5,705.9799
1563660000000,10927.5,10973.0,10893.5,10973.0,539.1315
1563663600000,10973.0,11052.0,10658.5,10738.5,944.4473
1563667200000,10738.5,10810.5,10661.5,10773.0,843.1518
1563670800000,10773.0,10800.5,10750.5,10790.5,570.9067
1563674400000,10790.5,10792.5,10600.5,10633.5,737.3279
1563678000000,10633.5,10633.5,10550.0,10579.5,653.3315
1563681600000,10579.5,10662.5,10550.5,10627.0,786.7399
1563685200000,10627.0,10646.0,10560.5,10575.5,660.137
1563688800000,10575.5,10622.5,10548.5,10578.5,580.4765
1563692400000,10578.5,10629.0,10562.5,10579.5,574.6759
1563696000000,10579.5,10686.5,10456.0,10670.0,999.7159
1563699600000,10670.0,10740.0,10665.0,10670.5,631.7223
1563703200000,10670.5,10672.0,10513.5,10551.5,966.5628
1563706800000,10551.5,10608.5,10520.0,10578.0,627.1222
1563710400000,10578.0,10587.5,10517.5,10562.5,716.994
1563714000000,10562.5,10598.0,10481.5,10530.5,692.2669
1563717600000,10530.5,10554.5,10340.0,10394.5,918.71
1563721200000,10394.5,10469.5,10345.5,10440.5,661.5132
1563724800000,10440.5,10475.0,10350.5,10362.0,564.9613
1563728400000,10362.0,10425.0,10301.5,10414.0,657.8949
1563732000000,10414.0,10509.5,10381.0,10490.0,585.7836
1563735600000,10490.0,10512.0,10338.5,10404.5,615.1747
1563739200000,10404.5,10514.5,10387.5,10494.0,718.9029
1563742800000,10494.0,10593.5,10485.5,10556.0,647.8654
1563746400000,10556.0,10641.5,10502.0,10545.0,586.9979
1563750000000,10545.0,10635.0,10527.5,10583.5,534.7134
1563753600000,10583.5,10681.0,10551.5,10588.5,884.2955
1563757200000,10588.5,10612.0,10560.0,10580.5,531.3538
1563760800000,10580.5,10635.0,10563.5,10617.0,573.3362
1563764400000,10617.0,10638.5,10591.5,10607.5,578.1425
1563768000000,10607.5,10633.0,10520.5,10557.5,588.2146
1563771600000,10557.5,10600.0,10510.0,10588.0,558.3833
1563775200000,10588.0,10636.0,10580.5,10591.5,701.7135
1563778800000,10591.5,10612.0,10570.5,10597.5,738.3471
1563782400000,10597.5,10620.0,10540.5,10554.5,603.2126
1563786000000,10554.5,10559.0,10441.5,10460.0,684.7976
1563789600000,10460.0,10522.0,10408.5,10495.5,638.1017
1563793200000,10495.5,10622.0,10437.0,10555.0,865.2665
1563796800000,10555.0,10582.5,10459.5,10528.5,622.5462
1563800400000,10528.5,10546.0,10480.5,10493.5,500.7503
1563804000000,10493.5,10540.0,10163.5,10223.5,1244.9331
1563807600000,10223.5,10345.5,10190.5,10240.5,829.6444
1563811200000,10240.5,10311.0,10218.0,10244.0,655.3794
1563814800000,10244.0,10419.5,10188.5,10349.5,734.4868
1563818400000,10349.5,10353.0,10260.5,10285.5,710.784
1563822000000,10285.5,10329.0,10100.5,10167.0,780.6063
1563825600000,10167.0,10392.5,10124.5,10353.5,670.0878
1563829200000,10353.5,10398.5,10255.0,10290.0,758.2513
1563832800000,10290.0,10385.5,10250.5,10296.0,696.3515
1563836400000,10296.0,10368.0,10294.5,10338.5,519.5225
1563840000000,10338.5,10339.5,10216.5,10268.5,506.5126
1563843600000,10268.5,10271.0,10220.5,10234.0,506.7733
1563847200000,10234.0,10310.0,10225.5,10291.5,676.9462
1563850800000,10291.5,10314.0,10250.5,10254.5,571.8448
1563854400000,10254.5,10260.0,10204.0,10235.5,714.8412
1563858000000,10235.5,10253.0,10120.0,10158.5,758.7213
1563861600000,10158.5,10196.5,9921.0,10043.5,1033.5401
1563865200000,10043.5,10226.0,10000.5,10040.5,866.3742
1563868800000,10040.5,10098.5,9900.0,9960.5,935.4142
1563872400000,9960.5,10020.0,9921.5,9989.5,813.202
1563876000000,9989.5,10039.0,9901.0,10008.0,881.2774
1563879600000,10008.0,10068.0,9999.0,10030.0,775.0927
1563883200000,10030.0,10050.0,9960.0,9990.5,877.7152
1563886800000,9990.5,10008.0,9875.5,9962.0,1182.1983
1563890400000,9962.0,10014.0,9893.0,9985.0,849.4875
1563894000000,9985.0,10063.5,9926.5,9932.0,862.6952
1563897600000,9932.0,10018.5,9904.5,9989.0,850.9906
1563901200000,9989.0,10025.0,9965.0,10010.0,790.3675
1563904800000,10010.0,10167.5,10002.5,10094.5,977.3201
1563908400000,10094.5,10153.5,10078.5,10142.0,802.6073
1563912000000,10142.0,10222.0,10134.5,10135.5,704.3027
1563915600000,10135.5,10141.0,10086.5,10123.0,577.2916
1563919200000,10123.0,10143.0,10017.0,10030.0,696.6774
1563922800000,10030.0,10030.0,9828.5,9861.0,1305.9477
1563926400000,9861.0,9871.5,9631.0,9690.5,1208.5735
1563930000000,9690.5,9735.5,9684.5,9704.0,634.8504
1563933600000,9704.0,9724.5,9616.5,9706.0,799.1574
1563937200000,9706.0,9706.0,9630.5,9648.5,604.0831
1563940800000,9648.5,9670.5,9588.5,9650.0,744.679
1563944400000,9650.0,9764.0,9633.5,9707.0,877.7314
1563948000000,9707.0,9772.0,9675.0,9697.0,845.9853
1563951600000,9697.0,9730.0,9662.0,9709.0,713.9444
1563955200000,9709.0,9793.0,9698.5,9755.0,905.1777
1563958800000,9755.0,9780.0,9720.5,9762.5,1175.0157
1563962400000,9762.5,9775.0,9665.0,9700.0,1182.7922
1563966000000,9700.0,9751.5,9628.0,9715.0,953.4652
1563969600000,9715.0,9780.0,9692.0,9749.5,692.8908
1563973200000,9749.5,9796.0,9680.5,9710.0,976.8823
1563976800000,9710.0,9890.5,9680.0,9867.5,1262.3351
1563980400000,9867.5,10151.0,9859.0,9909.5,752.8187
1563984000000,9909.5,9927.0,9531.0,9585.5,1912.5417
1563987600000,9585.5,9664.0,9560.5,9614.5,801.3469
1563991200000,9614.5,9682.0,9610.5,9640.0,668.6841
1563994800000,9640.0,9700.0,9573.5,9647.0,812.0956
1563998400000,9647.0,9720.5,9570.5,9670.5,843.9055
1564002000000,9670.5,9861.0,9659.0,9777.5,942.2847
1564005600000,9777.5,9834.5,9739.0,9759.0,724.1963
1564009200000,9759.0,9837.0,9753.5,9761.5,618.6059
1564012800000,9761.5,10146.5,9728.5,10101.0,1306.5076
1564016400000,10101.0,10178.5,10060.0,10068.5,958.0059
1564020000000,10068.5,10107.5,10030.0,10061.0,761.5513
1564023600000,10061.0,10105.5,10051.5,10088.0,868.0384
1564027200000,10088.0,10102.0,10020.5,10039.0,872.08
1564030800000,10039.0,10063.0,10018.0,10050.0,788.1677
1564034400000,10050.0,10079.0,10025.0,10064.5,1079.1138
1564038000000,10064.5,10087.5,10033.0,10045.0,725.457
1564041600000,10045.0,10100.0,10041.5,10071.0,664.343
1564045200000,10071.0,10130.0,10045.0,10058.5,729.7475
1564048800000,10058.5,10090.0,10033.5,10067.0,706.0052
1564052400000,10067.0,10073.5,10050.0,10063.5,682.041
1564056000000,10063.5,10152.0,10063.5,10123.5,936.5369
1564059600000,10123.5,10126.5,9908.5,9956.5,1432.3034
1564063200000,9956.5,10004.5,9942.5,9969.5,772.1698
1564066800000,9969.5,10001.5,9962.5,9987.5,613.1803
1564070400000,9987.5,10067.0,9934.0,9981.0,897.281
1564074000000,9981.0,10010.0,9975.0,9987.5,712.98
1564077600000,9987.5,10004.5,9969.5,9987.0,575.1927
1564081200000,9987.0,9991.5,9800.5,9856.0,844.8371
1564084800000,9856.0,9892.5,9800.5,9873.0,798.0672
1564088400000,9873.0,9896.5,9810.0,9882.0,711.9565
1564092000000,9882.0,9941.5,9856.0,9902.0,1032.8843
1564095600000,9902.0,9931.0,9865.5,9876.5,888.9068
1564099200000,9876.5,9877.5,9660.0,9724.0,1261.3743
1564102800000,9724.0,9730.0,9650.0,9697.0,706.1738
1564106400000,9697.0,9703.5,9670.5,9687.0,776.1771
1564110000000,9687.0,9750.0,9637.0,9700.5,1028.5374
1564113600000,9700.5,9734.5,9684.5,9733.5,888.2584
1564117200000,9733.5,9734.5,9705.0,9719.5,641.475
1564120800000,9719.5,9725.0,9658.5,9695.5,990.2582
1564124400000,9695.5,9787.5,9680.5,9759.0,935.2583
1564128000000,9759.0,9799.0,9745.0,9787.5,952.7437
1564131600000,9787.5,9798.5,9760.0,9791.0,754.0561
1564135200000,9791.0,9800.0,9743.5,9762.5,635.4368
1564138800000,9762.5,9817.5,9762.5,9785.5,710.7023
1564142400000,9785.5,9849.0,9745.0,9778.5,908.8236
1564146000000,9778.5,9794.0,9728.5,9771.5,966.609
1564149600000,9771.5,9789.0,9708.0,9760.0,1078.94
1564153200000,9760.0,9795.0,9745.5,9788.0,837.4706
1564156800000,9788.0,9886.0,9753.5,9810.0,1271.2968
1564160400000,9810.0,9827.5,9738.5,9775.5,832.7347
1564164000000,9775.5,9839.5,9775.5,9802.0,749.1751
1564167600000,9802.0,9862.5,9800.5,9838.5,789.0566
1564171200000,9838.5,9861.5,9740.5,9815.0,661.6463
1564174800000,9815.0,9834.0,9763.5,9810.0,681.4905
1564178400000,9810.0,9815.5,9770.0,9772.5,577.92
1564182000000,9772.5,9842.0,9772.5,9820.0,674.4784
1564185600000,9820.0,10147.5,9804.0,10137.5,1635.9449
1564189200000,10137.5,10177.0,10090.0,10090.0,911.9627
1564192800000,10090.0,10108.0,10075.0,10103.5,1131.8529
1564196400000,10103.5,10116.0,10091.5,10096.5,691.1474
1564200000000,10096.5,10112.5,10080.0,10101.5,609.0011
1564203600000,10101.5,10110.0,10037.5,10050.5,729.6223
1564207200000,10050.5,10073.5,10047.0,10047.0,529.5621
1564210800000,10047.0,10070.0,10026.5,10053.5,533.2458
1564214400000,10053.5,10080.0,10040.5,10058.0,613.1082
1564218000000,10058.0,10067.5,10044.5,10046.0,575.5505
1564221600000,10046.0,10064.0,9487.5,9541.5,1508.2278
1564225200000,9541.5,9562.5,9448.5,9523.5,1085.9729
1564228800000,9523.5,9523.5,9388.5,9428.0,910.9086
1564232400000,9428.0,9500.5,9405.0,9442.0,686.77
1564236000000,9442.0,9491.5,9424.0,9445.5,689.8509
1564239600000,9445.5,9469.0,9332.0,9428.5,870.8272
1564243200000,9428.5,9478.5,9391.5,9435.0,721.9
1564246800000,9435.0,9486.5,9425.0,9454.5,519.373
1564250400000,9454.5,9466.5,9380.0,9402.0,600.135
1564254000000,9402.0,9459.0,9385.0,9415.5,653.6469
1564257600000,9415.5,9455.5,9400.5,9443.5,619.994
1564261200000,9443.5,9534.0,9443.5,9514.0,562.3465
1564264800000,9514.0,9528.5,9348.5,9448.0,700.8683
1564268400000,9448.0,9540.0,9427.5,9478.0,637.8618
1564272000000,9478.0,9482.0,9380.5,9424.5,840.622
1564275600000,9424.5,9495.0,9423.0,9489.0,667.592
1564279200000,9489.0,9503.0,9464.5,9466.0,563.8802
1564282800000,9466.0,9497.5,9460.0,9481.0,487.4328
1564286400000,9481.0,9572.0,9479.5,9511.5,828.8083
1564290000000,9511.5,9547.5,9507.5,9515.5,822.9332
1564293600000,9515.5,9550.0,9480.0,9512.5,918.0538
1564297200000,9512.5,9529.5,9490.5,9490.5,876.7704
1564300800000,9490.5,9530.5,9481.0,9514.0,658.677
1564304400000,9514.0,9527.0,9470.5,9473.0,633.3865
1564308000000,9473.0,9487.0,9431.5,9463.0,639.9508
1564311600000,9463.0,9572.0,9450.5,9540.0,758.5278
1564315200000,9540.0,9545.5,9489.0,9510.5,710.9886
1564318800000,9510.5,9516.5,9480.0,9500.0,830.7
1564322400000,9500.0,9551.0,9499.0,9503.5,891.5241
1564326000000,9503.5,9553.5,9502.0,9517.5,678.3362
1564329600000,9517.5,9587.5,9515.5,9539.5,969.8213
1564333200000,9539.5,9581.5,9534.0,9561.5,760.5969
1564336800000,9561.5,9586.5,9545.0,9565.0,833.043
1564340400000,9565.0,9573.5,9550.5,9552.0,888.2901
1564344000000,9552.0,9568.5,9503.0,9537.0,705.7888
1564347600000,9537.0,9539.5,9469.0,9470.5,775.5088
1564351200000,9470.5,9595.0,9176.0,9516.0,1699.2279
1564354800000,9516.0,9567.5,9469.0,9534.5,931.6507
1564358400000,9534.5,9555.0,9490.0,9532.5,698.8434
1564362000000,9532.5,9730.0,9529.5,9672.0,1058.0195
1564365600000,9672.0,9677.0,9624.0,9642.5,860.3752
1564369200000,9642.5,9663.5,9630.5,9638.5,740.3198
1564372800000,9638.5,9686.0,9637.5,9659.5,958.875
